Subgrupo7_Desc,Subgrupo5_Desc,Subgrupo4_Desc,Subgrupo3_Desc,Grupo_Desc
C09AA15,"C09AA - Inhibidores de la ECA, monofármacos       ","C09A - INHIBIDORES DE LA ECA, MONOFÁRMACOS        ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
D03AX06,D03AX - Otros cicatrizantes                       ,D03A - CICATRIZANTES                              ,D03 - PREPARADOS PARA EL TRATAMIENTO DE HERIDAS Y ,D - DERMATOLOGICOS                                
S01BA13,"S01BA - Corticosteroides, monofármacos            ",S01B - AGENTES ANTIINFLAMATORIOS                  ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
C01EB17,C01EB - Otros preparados para el corazón          ,C01E - OTROS PREPARADOS  PARA EL CORAZÓN          ,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
A06AB58,A06AB - Laxantes de contacto                      ,A06A - LAXANTES                                   ,A06 - LAXANTES                                    ,A - TRACTO ALIMENTARIO Y METABOLISMO              
C09AA16,"C09AA - Inhibidores de la ECA, monofármacos       ","C09A - INHIBIDORES DE LA ECA, MONOFÁRMACOS        ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
C09BB05,C09BB - Inhibidores de la ECA  y bloqueantes de ca,"C09B - INHIBIDORES DE LA ECA, COMBINACIONES       ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
26H06,26H06 - APOSITOS B OSTOM RES SINT ACOPLAM ADH     ,26H0 - APOSITOS B OSTOM ARO                       ,26H - APOSITOS OSTOMIA                            ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
26H07,26H07 - APOSITOS B OSTOM RES SINT MIC ACOPLAM ADH ,26H0 - APOSITOS B OSTOM ARO                       ,26H - APOSITOS OSTOMIA                            ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
25A19,25A19 - BOLSAS COLOST SIST DOBLE ACOPLAM ADH      ,25A1 - BOLSAS COLOSTOMIA                          ,25A - BOLSAS COLOSTOMIA                           ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
25B13,25B13 - BOLSAS ILEOST SIST DOBLE ACOPLAM ADH      ,25B1 - BOLSAS ILEOST SIST DOBLE PLACA C-ESP       ,25B - BOLSAS ILEOSTOMÍA                           ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
B01A,B01A - AGENTES ANTITROMBÓTICOS                    ,B01A - AGENTES ANTITROMBÓTICOS                    ,B01 - AGENTES ANTITROMBÓTICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
XGSLI,XGSLI - FÓRMULAS EXENTAS DE LÍPIDOS               ,XGSL - SIN LÍPIDOS                                ,XGS - SIN LÍPIDOS                                 ,X - DIETAS Y OTROS                                
M03A X0,M03A - AGENTES RELAJANTES MUSCULARES  DE ACCIÓN PE,M03A - AGENTES RELAJANTES MUSCULARES  DE ACCIÓN PE,M03 - RELAJANTES MUSCULARES                       ,M - SISTEMA MUSCULOESQUELÉTICO                    
05A01,05A01 - CANULA TRAQUEOTOMIA FENESTRADA            ,05A0 - CÁNULA TRAQUEOTOMÍA                        ,05A - CÁNULA TRAQUEOTOMÍA                         ,0 - MATERIAL DE CURA Y SONDAS                     
25B14,25B14 - BOLSAS ILEOST SIST DOBLE PLAC ACOPLAM ADH ,25B1 - BOLSAS ILEOST SIST DOBLE PLACA C-ESP       ,25B - BOLSAS ILEOSTOMÍA                           ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
05F00,05F00 - CANULA TRAQUEOT-LARING SILICONA           ,05F0 - CANULA TRAQUEOT-LARING SILICONA            ,05F - CANULA TRAQUEOT-LARING SILICONA             ,0 - MATERIAL DE CURA Y SONDAS                     
05F01,05F01 - CANULA TRAQUEOT-LARING SILICONA FENEST    ,05F0 - CANULA TRAQUEOT-LARING SILICONA            ,05F - CANULA TRAQUEOT-LARING SILICONA             ,0 - MATERIAL DE CURA Y SONDAS                     
N02AA05,N02AA - Alcaloides naturales del opio             ,N02A - OPIOIDES                                   ,N02 - ANALGÉSICOS                                 ,N - SISTEMA NERVIOSO                              
23B05,23B05 - COLECTOR BOLSA RECOGIDA ORINA FEMENINO    ,23B0 - COLECTOR BOLSAS RECOGIDA ORINA             ,23B - COLECTORES                                  ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
C03DA04,C03DA - Antagonistas de la aldosterona            ,C03D - AGENTES AHORRADORES DE POTASIO             ,C03 - DIURÉTICOS                                  ,C - SISTEMA CARDIOVASCULAR                        
M05BX03,M05BX - Otros agentes que afectan la estructura ós,M05B - AGENTES QUE AFECTAN LA ESTRUCTURA ÓSEA Y LA,M05 - FÁRMACOS PARA EL TRATAMIENTO DE ENFERMEDADES,M - SISTEMA MUSCULOESQUELÉTICO                    
C01EB16,C01EB - Otros preparados para el corazón          ,C01E - OTROS PREPARADOS  PARA EL CORAZÓN          ,C01 - TERAPIA CARDÍACA                            ,C - SISTEMA CARDIOVASCULAR                        
L01BA04,L01BA - Análogos del ácido fólico                 ,L01B - ANTIMETABOLITOS                            ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
D07XC03,"D07XC - Corticosteroides  potentes, otras combinac","D07X - CORTICOSTEROIDES, OTRAS COMBINACIONES      ",D07 - PREPARADOS DERMATOLÓGICOS CON CORTICOSTEROID,D - DERMATOLOGICOS                                
J05AR02,"J05AR - ANTIVIRALES PARA INFECC HIV,COMBINACIONES ",J05A - ANTIVIRALES DE ACCIÓN DIRECTA              ,J05 - ANTIVIRALES DE USO SISTÉMICO                ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
B01AE06,B01AE - Inhibidores directos de la trombina       ,B01A - AGENTES ANTITROMBÓTICOS                    ,B01 - AGENTES ANTITROMBÓTICOS                     ,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
A16AX05,A16AX - Productos varios  para el tracto alimentar,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
A06AD91,A06AD - Laxantes osmóticos                        ,A06A - LAXANTES                                   ,A06 - LAXANTES                                    ,A - TRACTO ALIMENTARIO Y METABOLISMO              
V08CA08,V08CA - Medios de contraste paramagnéticos        ,V08C - MEDIOS DE CONTRASTE PARA ÍMÁGENES DE RESONA,V08 - MEDIOS DE CONTRASTE                         ,V - VARIOS                                        
L01XC07,L01XC - Anticuerpos monoclonales                  ,L01X - OTROS AGENTES ANTINEOPLÁSICOS              ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
J05AR03,"J05AR - ANTIVIRALES PARA INFECC HIV,COMBINACIONES ",J05A - ANTIVIRALES DE ACCIÓN DIRECTA              ,J05 - ANTIVIRALES DE USO SISTÉMICO                ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
V10XA01,V10XA - Compuestos con Iodo (131I)                ,V10X - OTROS PRODUCTOS RADIOFARMACÉUTICOS TERAPÉUT,V10 - PRODUCTOS RADIOFARMACÉUTICOS TERAPÉUTICOS   ,V - VARIOS                                        
23E00,23E00 - OBTURADOR ANAL                            ,23E0 - OBTURADOR ANAL                             ,23E - OBTURADOR ANAL                              ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
25A20,25A20 - BOLSAS COLOST SIST DOBLE PLAC ACOPLAM ADH ,25A2 - BOLSAS COLOST                              ,25A - BOLSAS COLOSTOMIA                           ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
B05XA09,B05XA - Soluciones electrolíticas                 ,B05X - ADITIVOS PARA SOLUCIONES I.V.              ,B05 - SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PE,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
B05XA06,B05XA - Soluciones electrolíticas                 ,B05X - ADITIVOS PARA SOLUCIONES I.V.              ,B05 - SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PE,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
A16AX04,A16AX - Productos varios  para el tracto alimentar,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
L01XX35,L01XX - Otros agentes antineoplásicos             ,L01X - OTROS AGENTES ANTINEOPLÁSICOS              ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
A07EA,A07EA - Corticosteroides de acción local          ,A07E - AGENTES ANTIINFLAMATORIOS INTESTINALES     ,"A07 - ANTIDIARREICOS, AGENTES ANTIINFLAMATORIOS/AN",A - TRACTO ALIMENTARIO Y METABOLISMO              
J05AE09,J05AE - Inhibidores de proteasa                   ,J05A - ANTIVIRALES DE ACCIÓN DIRECTA              ,J05 - ANTIVIRALES DE USO SISTÉMICO                ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
V08CA,V08CA - Medios de contraste paramagnéticos        ,V08C - MEDIOS DE CONTRASTE PARA ÍMÁGENES DE RESONA,V08 - MEDIOS DE CONTRASTE                         ,V - VARIOS                                        
V03AF06,V03AF - Agentes detoxificantes para tratamientos a,V03A - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03 - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS ,V - VARIOS                                        
A04AA05,A04AA - Antagonistas de receptores de serotonina (,A04A - ANTIEMÉTICOS Y ANTINAUSEOSOS               ,A04 - ANTIEMÉTICOS Y ANTINAUSEOSOS                ,A - TRACTO ALIMENTARIO Y METABOLISMO              
25A30,25A30 - BOLSAS COLOST DOBLES RES SINT FIL         ,25A3 - BOLSAS COLOST DOBLES RES SINT FIL          ,25A - BOLSAS COLOSTOMIA                           ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
C10BX03,"C10BX - INH HMGCOA REDUCTASA,  OTRAS COMBINACIONES","C10B - AGENTES MODIFICADORES DE LOS LÍPIDOS,ASOCIA",C10 - AGENTES MODIFICADORES DE LOS LÍPIDOS        ,C - SISTEMA CARDIOVASCULAR                        
B05BB,B05BB - Soluciones que afectan el balance electrol,B05B - SOLUCIONES I.V.                            ,B05 - SUSTITUTOS DE LA SANGRE Y SOLUCIONES PARA PE,B - SANGRE Y ÓRGANOS HEMATOPOYÉTICOS              
N04BD02,N04BD - Inhibidores de la monoaminoxidasa B       ,N04B - AGENTES DOPAMINÉRGICOS                     ,N04 - ANTIPARKINSONIANOS                          ,N - SISTEMA NERVIOSO                              
M05BB03,"M05BB - Bifosfonatos y calcio, preparados secuenci",M05B - AGENTES QUE AFECTAN LA ESTRUCTURA ÓSEA Y LA,M05 - FÁRMACOS PARA EL TRATAMIENTO DE ENFERMEDADES,M - SISTEMA MUSCULOESQUELÉTICO                    
J02AC04,J02AC - Derivados triazólicos                     ,J02A - ANTIMICÓTICOS PARA USO SISTÉMICO           ,J02 - ANTIMICÓTICOS PARA USO SISTÉMICO            ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
N07XX04,N07XX - Otros fármacos que actúan sobre el sistema,N07X - OTROS FÁRMACOS QUE ACTÚAN SOBRE EL SISTEMA ,N07 - OTROS FÁRMACOS QUE ACTÚAN SOBRE EL SISTEMA N,N - SISTEMA NERVIOSO                              
N03AX15,N03AX - Otros antiepilépticos                     ,N03A - ANTIEPILÉPTICOS                            ,N03 - ANTIEPILÉPTICOS                             ,N - SISTEMA NERVIOSO                              
S01LA03,S01LA - AGENTES ANTINEOVASCULARIZACIÓN            ,S01L - AGENTES PARA ALTERAC OCULARES VASCULARES   ,S01 - OFTALMOLÓGICOS                              ,S - ÓRGANOS DE LOS SENTIDOS                       
V03AF08,V03AF - Agentes detoxificantes para tratamientos a,V03A - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03 - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS ,V - VARIOS                                        
23D00,23D00 - SIST INC ORINA OCLUSIVO HOMBRE            ,23D0 - SIST INC ORINA OCLUSIVO HOMBRE             ,23D - SIST INC ORINA OCLUSIVO HOMBRE              ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
L01XE03,L01XE - INHIBIDORES DE LA PROTEINQUINASA          ,L01X - OTROS AGENTES ANTINEOPLÁSICOS              ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
J01XX09,J01XX - Otros antibacterianos                     ,J01X - OTROS ANTIBACTERIANOS                      ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
V03AF02,V03AF - Agentes detoxificantes para tratamientos a,V03A - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03 - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS ,V - VARIOS                                        
R03DX05,R03DX - Otros agentes contra padecimientos obstruc,R03D - OTROS AGENTES CONTRA PADECIMIENTOS OBSTRUCT,R03 - AGENTES CONTRA PADECIMIENTOS OBSTRUCTIVOS DE,R - SISTEMA RESPIRATORIO                          
06F10,06F10 - SONDA VESICAL BAJA FRICCION CON BOLSA RECO,06F1 - SONDA VESICAL BAJA FRICCION CON BOLSA RECOG,06F - SONDA VESICAL                               ,0 - MATERIAL DE CURA Y SONDAS                     
J01AA12,J01AA - Tetraciclinas                             ,J01A - TETRACICLINAS                              ,J01 - ANTIBACTERIANOS PARA USO SISTÉMICO          ,J - ANTIINFECCIOSOS PARA USO SISTÉMICO            
H05BX01,H05BX - OTROS AGENTES ANTIPATIROIDEOS             ,H05B - AGENTES ANTIPARATIROIDEOS                  ,H05 - HOMEOSTASIS DEL CALCIO                      ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
G01AF18,G01AF - Derivados imidazólicos                    ,G01A - ANTIINFECCIOSOS Y ANTISÉPTICOS EXCLUYENDO C,G01 - ANTIINFECCIOSOS Y ANTISÉPTICOS GINECOLÓGICOS,G - SISTEMA GENITOURINARIO Y HORMONAS SEXUALES    
A16AB07,A16AB - Enzimas                                   ,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
04B01,04B01 - ESPARADRAPO HIPOALERGICO FLEXIBLE         ,04B0 - ESPARADRAPO HIPOALÉRGICO                   ,04B - ESPARADRAPO HIPOALÉRGICO                    ,0 - MATERIAL DE CURA Y SONDAS                     
A16AB08,A16AB - Enzimas                                   ,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
A10AB06,A10AB - Insulinas y análogos de acción rápida     ,A10A - INSULINAS Y ANÁLOGOS                       ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
H05AA03,H05AA - Hormonas paratiroideas y análogos         ,H05A - HORMONAS PARATIROIDEAS Y ANÁLOGOS          ,H05 - HOMEOSTASIS DEL CALCIO                      ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
N04BC09,N04BC - Agonistas dopaminérgicos                  ,N04B - AGENTES DOPAMINÉRGICOS                     ,N04 - ANTIPARKINSONIANOS                          ,N - SISTEMA NERVIOSO                              
A10BD04,A10BD - Combinaciones de fármacos hipoglucemiantes,A10B - FÁRMACOS HIPOGLUCEMIANTES ORALES           ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
05G00,05G00 - FILTROS LARINGECTOMIA                     ,05G0 - FILTROS LARINGECTOMIA                      ,05G - FILTROS LARINGECTOMIA                       ,0 - MATERIAL DE CURA Y SONDAS                     
05H00,05H00 - APOSITOS ADHESIVOS FILTROS LARINGECTOMIA  ,05H0 - APOSITOS ADHESIVOS FILTROS LARINGECTOMIA   ,05H - APOSITOS ADHESIVOS FILTROS LARINGECTOMIA    ,0 - MATERIAL DE CURA Y SONDAS                     
26F01,26F01 - GELIFICADOR BOLSAS ILEOSTOMIA             ,26F0 - GELIFICADOR BOLSAS ILEOSTOMIA              ,26F - GELIFICADOR BOLSAS ILEOSTOMIA               ,2 - PRODUCTOS DE INCONTINENCIA Y MEDIAS           
A02BC,A02BC - Inhibidores de la bomba de protones       ,A02B - AGENTES CONTRA LA ÚLCERA PÉPTICA Y EL REFLU,A02 - AGENTES PARA EL TRATAMIENTO DE ALTERACIONES ,A - TRACTO ALIMENTARIO Y METABOLISMO              
L04AA23,L04AA - Agentes inmunosupresores selectivos       ,L04A - AGENTES INMUNOSUPRESORES                   ,L04 - AGENTES INMUNOSUPRESORES                    ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
V08DA04,V08DA - Medios de contraste para ultrasonido      ,V08D - MEDIOS DE CONTRASTE PARA ULTRASONIDO       ,V08 - MEDIOS DE CONTRASTE                         ,V - VARIOS                                        
N02BG08,N02BG - Otros analgésicos y antipiréticos         ,N02B - OTROS ANALGÉSICOS Y ANTIPIRÉTICOS          ,N02 - ANALGÉSICOS                                 ,N - SISTEMA NERVIOSO                              
V03AC03,V03AC - Agentes quelantes del hierro              ,V03A - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS,V03 - TODO EL RESTO DE LOS PRODUCTOS TERAPÉUTICOS ,V - VARIOS                                        
L01BB06,L01BB - Análogos de las purinas                   ,L01B - ANTIMETABOLITOS                            ,L01 - AGENTES ANTINEOPLÁSICOS                     ,L - AGENTES ANTINEOPLÁSICOS E INMUNOMODULADORES   
C02KX03,C02KX - Otros antihipertensivos                   ,C02K - OTROS ANTIHIPERTENSIVOS                    ,C02 - ANTIHIPERTENSIVOS                           ,C - SISTEMA CARDIOVASCULAR                        
A16AB09,A16AB - Enzimas                                   ,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
H01BB03,H01BB - Oxitocina y análogos                      ,H01B - HORMONAS DEL LÓBULO POSTERIOR DE LA HIPÓFIS,H01 - HORMONAS HIPOFISARIAS E HIPOTALÁMICAS Y SUS ,"H - PREPARADOS HORMONALES SISTÉMICOS, EXCLUYENDO H"
A16AA06,A16AA - Aminoácidos y derivados                   ,A16A - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO ,A16 - OTROS PRODUCTOS PARA EL TRACTO ALIMENTARIO Y,A - TRACTO ALIMENTARIO Y METABOLISMO              
V09IX01,V09IX - Otros productos radiofarmacéuticos para la,V09I - DETECCIÓN DE TUMORES                       ,V09 - PRODUCTOS RADIOFARMACÉUTICOS PARA DIAGNÓSTIC,V - VARIOS                                        
A10AF01,A10AF - INSULINAS Y ANALOGOS PARA INHALACION      ,A10A - INSULINAS Y ANÁLOGOS                       ,A10 - FÁRMACOS USADOS EN DIABETES                 ,A - TRACTO ALIMENTARIO Y METABOLISMO              
C09BA05,C09BA - Inhibidores de la ECA  y  diuréticos      ,"C09B - INHIBIDORES DE LA ECA, COMBINACIONES       ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
C09BA15,C09BA - Inhibidores de la ECA  y  diuréticos      ,"C09B - INHIBIDORES DE LA ECA, COMBINACIONES       ",C09 - AGENTES QUE ACTÚAN SOBRE EL SISTEMA RENINA-A,C - SISTEMA CARDIOVASCULAR                        
