CIE10,literal_CIE10,BDCAP,literal_BDCAP,Cambio mapeo julio 18
X78.89,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X78.9,Lugar no especificado,P77,Suicidio/intento de suicidio,
X78.90,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X78.91,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X78.92,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X78.93,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X78.94,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X78.98,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X78.99,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79,Lesión autoinfligida intencionalmente por objeto romo o sin filo,P77,Suicidio/intento de suicidio,
X79.0,Vivienda,P77,Suicidio/intento de suicidio,
X79.00,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.01,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.02,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.03,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.04,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.08,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.09,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.1,Institución residencial,P77,Suicidio/intento de suicidio,
X79.10,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.11,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.12,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.13,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.14,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.18,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.19,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.2,"Escuelas, otras instituciones y áreas administrativas públicas",P77,Suicidio/intento de suicidio,
X79.20,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.21,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.22,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.23,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.24,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.28,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.29,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.3,Áreas de deporte y atletismo,P77,Suicidio/intento de suicidio,
X79.30,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.31,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.32,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.33,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.34,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.38,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.39,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.4,Calles y carreteras,P77,Suicidio/intento de suicidio,
X79.40,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.41,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.42,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.43,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.44,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.48,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.49,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.5,Comercio y área de servicios,P77,Suicidio/intento de suicidio,
X79.50,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.51,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.52,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.53,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.54,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.58,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.59,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.6,Área industrial y de la construcción,P77,Suicidio/intento de suicidio,
X79.60,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.61,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.62,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.63,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.64,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.68,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.69,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.7,Granja,P77,Suicidio/intento de suicidio,
X79.70,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.71,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.72,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.73,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.74,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.78,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.79,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.8,Otro lugar especificado,P77,Suicidio/intento de suicidio,
X79.80,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.81,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.82,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.83,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.84,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.88,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.89,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X79.9,Lugar no especificado,P77,Suicidio/intento de suicidio,
X79.90,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X79.91,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X79.92,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X79.93,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X79.94,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X79.98,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X79.99,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80,Lesión autoinfligida intencionalmente al saltar desde un lugar elevado,P77,Suicidio/intento de suicidio,
X80.0,Vivienda,P77,Suicidio/intento de suicidio,
X80.00,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.01,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.02,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.03,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.04,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.08,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.09,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.1,Institución residencial,P77,Suicidio/intento de suicidio,
X80.10,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.11,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.12,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.13,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.14,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.18,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.19,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.2,"Escuelas, otras instituciones y áreas administrativas públicas",P77,Suicidio/intento de suicidio,
X80.20,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.21,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.22,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.23,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.24,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.28,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.29,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.3,Áreas de deporte y atletismo,P77,Suicidio/intento de suicidio,
X80.30,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.31,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.32,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.33,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.34,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.38,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.39,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.4,Calles y carreteras,P77,Suicidio/intento de suicidio,
X80.40,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.41,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.42,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.43,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.44,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.48,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.49,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.5,Comercio y área de servicios,P77,Suicidio/intento de suicidio,
X80.50,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.51,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.52,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.53,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.54,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.58,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.59,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.6,Área industrial y de la construcción,P77,Suicidio/intento de suicidio,
X80.60,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.61,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.62,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.63,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.64,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.68,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.69,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.7,Granja,P77,Suicidio/intento de suicidio,
X80.70,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.71,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.72,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.73,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.74,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.78,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.79,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.8,Otro lugar especificado,P77,Suicidio/intento de suicidio,
X80.80,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.81,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.82,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.83,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.84,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.88,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.89,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X80.9,Lugar no especificado,P77,Suicidio/intento de suicidio,
X80.90,Mientras realiza una actividad deportiva,P77,Suicidio/intento de suicidio,
X80.91,Mientras realiza una actividad de recreación,P77,Suicidio/intento de suicidio,
X80.92,Mientras trabaja en forma remunerada,P77,Suicidio/intento de suicidio,
X80.93,Mientras está ocupado en otros tipos de trabajo,P77,Suicidio/intento de suicidio,
X80.94,"Mientras descansa, duerme, come o realiza otras actividades vitales",P77,Suicidio/intento de suicidio,
X80.98,Mientras está ocupado en otras actividades especificadas,P77,Suicidio/intento de suicidio,
X80.99,Durante una actividad no especificada,P77,Suicidio/intento de suicidio,
X81,Lesión autoinfligida intencionalmente por arrojarse o colocarse delante de objeto en movimiento,P77,Suicidio/intento de suicidio,
X81.0,Vivienda,P77,Suicidio/intento de suicidio,
