CIE9,literal_CIE9,BDCAP,literal_BDCAP,https://www.sanidad.gob.es/estadEstudios/estadisticas/estadisticas/estMinisterio/SIAP/map_cie9mc_cie10_ciap2.htm
E829.9,OTRO ACCIDENTE DE VEHICULO DE CARRETERA L.PERSONA NO ESPECIF,A80,Traumatismo/lesión no especificada,
E830,ACCIDENTE DE EMBARCACION POR SUMERSION,A80,Traumatismo/lesión no especificada,
E830.0,ACCIDENTE DE BARCO POR SUMERSION EN VIAJERO BARCA NO MOTORIZ,A80,Traumatismo/lesión no especificada,
E830.1,ACCIDENTE DE BARCO POR SUMERSION EN VIAJERO BARCA MOTORIZADO,A80,Traumatismo/lesión no especificada,
E830.2,ACCIDENTE DE BARCO POR SUMERSION EN TRIPULACION,A80,Traumatismo/lesión no especificada,
E830.3,ACCIDENTE DE BARCO POR SUMERSION EN PASAJERO,A80,Traumatismo/lesión no especificada,
E830.4,ACCIDENTE DE BARCO POR SUMERSION EN ESQUIADOR ACUATICO,A80,Traumatismo/lesión no especificada,
E830.5,ACCIDENTE DE BARCO POR SUMERSION EN NADADOR,A80,Traumatismo/lesión no especificada,
E830.6,ACCIDENTE DE BARCO POR SUMERSION EN ESTIBADOR,A80,Traumatismo/lesión no especificada,
E830.7,"ACCIDENTE DE BARCO POR SUMERSION   LESION OCUPANTE EMBARCACIÓN MILITAR, CUALQUIER TIPO",A80,Traumatismo/lesión no especificada,
E830.8,ACCIDENTE DE BARCO POR SUM.EN OTRA PERSONA  OTROS NO CODIFIC,A80,Traumatismo/lesión no especificada,
E830.9,ACCIDENTE DE BARCO POR SUMERSION EN PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E831,ACCIDENTE DE BARCO QUE CAUSA OTRO TIPO DE LESION,A80,Traumatismo/lesión no especificada,
E831.0,ACCIDENTE DE BARCO CAUSA OTRA LESION EN VIAJERO BARCA NO MOT,A80,Traumatismo/lesión no especificada,
E831.1,ACCIDENTE DE BARCO CAUSA OTRA LESION EN VIAJERO BARCA MOTORI,A80,Traumatismo/lesión no especificada,
E831.2,ACCIDENTE DE BARCO CAUSA OTRA LESION EN TRIPULACION,A80,Traumatismo/lesión no especificada,
E831.3,ACCIDENTE DE BARCO CAUSA OTRA LESION EN PASAJERO,A80,Traumatismo/lesión no especificada,
E831.4,ACCIDENTE DE BARCO CAUSA OTRA LESION EN ESQUIADOR ACUATICO,A80,Traumatismo/lesión no especificada,
E831.5,ACCIDENTE DE BARCO CAUSA OTRA LESION EN NADADOR,A80,Traumatismo/lesión no especificada,
E831.6,ACCIDENTE DE BARCO CAUSA OTRA LESION EN ESTIBADORES,A80,Traumatismo/lesión no especificada,
E831.7,"ACCIDENTE DE BARCO CAUSA OTRA LESION   LESION OCUPANTE EMBARCACIÓN MILITAR, CUALQUIER TIPO",A80,Traumatismo/lesión no especificada,
E831.8,ACCIDENTE DE BARCO CAUSA OTRA LESION PERSON ESPECIF.,A80,Traumatismo/lesión no especificada,
E831.9,ACCIDENTE DE BARCO CAUSA OTRA LESION PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E832,ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL,A80,Traumatismo/lesión no especificada,
E832.0,ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL BARCO NO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E832.1,ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL BARCO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E832.2,ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL TRIPULACION,A80,Traumatismo/lesión no especificada,
E832.3,ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL PASAJERO,A80,Traumatismo/lesión no especificada,
E832.4,ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL ESQUIADOR ACUATICO,A80,Traumatismo/lesión no especificada,
E832.5,ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL NADADOR,A80,Traumatismo/lesión no especificada,
E832.6,ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL ESTIBADOR,A80,Traumatismo/lesión no especificada,
E832.7,"ACCIDENTE BARCO Y AHOGAMIENTO ACCIDENTAL   LESIÓN OCUPANTE EMBARCACIÓN MILITAR, CUALEUIR TIPO",A80,Traumatismo/lesión no especificada,
E832.8,ACCIDENTE BARCO Y AHOGAMIENTO ACC.PERSONA ESP. OTROS NO CODI,A80,Traumatismo/lesión no especificada,
E832.9,ACCIDENTE BARCO Y AHOGAMIENTO ACC. PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E833,CAIDA ESCALERA BARCO,A80,Traumatismo/lesión no especificada,
E833.0,CAIDA ESCALERA BARCO VIAJERO EN BARCO NO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E833.1,CAIDA ESCALERA BARCO VIAJERO EN BARCO MOTORIOZADO,A80,Traumatismo/lesión no especificada,
E833.2,CAIDA ESCALERA BARCO TRIPULACION,A80,Traumatismo/lesión no especificada,
E833.3,CAIDA ESCALERA BARCO PASAJERO,A80,Traumatismo/lesión no especificada,
E833.4,CAIDA ESCALERA BARCO ESQUIADOR ACUATICO,A80,Traumatismo/lesión no especificada,
E833.5,CAIDA ESCALERA BARCO NADADOR,A80,Traumatismo/lesión no especificada,
E833.6,CAIDA ESCALERA BARCO ESTIBADOR,A80,Traumatismo/lesión no especificada,
E833.7,"CAIDA ESCALERA BARCO   OCUPANTE EMBARCACIÓN MILITAR, CUALQUIER TIPO",A80,Traumatismo/lesión no especificada,
E833.8,CAIDA ESCALERA BARCO PERSONA ESPECIFICA  OTROS NO CODIFICADO,A80,Traumatismo/lesión no especificada,
E833.9,CAIDA ESCALERA BARCO PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E834,CAIDA EN BARCO DE UN NIVEL A OTRO,A80,Traumatismo/lesión no especificada,
E834.0,CAIDA BARCO DE UN NIVEL A OTRO VIAJERO BARCO NO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E834.1,CAIDA BARCO DE UN NIVEL A OTRO VIAJERO BARCO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E834.2,CAIDA BARCO DE UN NIVEL A OTRO TRIPULACION,A80,Traumatismo/lesión no especificada,
E834.3,CAIDA BARCO DE UN NIVEL A OTRO PASAJERO,A80,Traumatismo/lesión no especificada,
E834.4,CAIDA BARCO DE UN NIVEL A OTRO ESQUIADOR ACUATICO,A80,Traumatismo/lesión no especificada,
E834.5,CAIDA BARCO DE UN NIVEL A OTRO NADADOR,A80,Traumatismo/lesión no especificada,
E834.6,CAIDA BARCO DE UN NIVEL A OTRO ESTIBADOR,A80,Traumatismo/lesión no especificada,
E834.7,"CAIDA BARCO DE UN NIVEL A OTRO   OCUPANTE EMBARCACIÓN MILITAR, CUALQUIER TIPO",A80,Traumatismo/lesión no especificada,
E834.8,CAIDA BARCO DE UN NIVEL A OTRO PERS. ESPECIF. OTROS NO CODIF,A80,Traumatismo/lesión no especificada,
E834.9,CAIDA BARCO DE UN NIVEL A OTRO PERSONA NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E835,OTRA CAIDA Y CAIDA BARCO NO ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E835.0,OTRA CAIDA Y CAIDA DE BARCO N.E. VIAJERO BARCO NO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E835.1,OTRA CAIDA Y CAIDA DE BARCO N.E. VIAJERO BARCO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E835.2,OTRA CAIDA Y CAIDA DE BARCO N.E. TRIPULACION,A80,Traumatismo/lesión no especificada,
E835.3,OTRA CAIDA Y CAIDA DE BARCO N.E. PASAJERO,A80,Traumatismo/lesión no especificada,
E835.4,OTRA CAIDA Y CAIDA DE BARCO N.E. ESQUIADOR ACUATICO,A80,Traumatismo/lesión no especificada,
E835.5,OTRA CAIDA Y CAIDA DE BARCO N.E. NADADOR,A80,Traumatismo/lesión no especificada,
E835.6,OTRA CAIDA Y CAIDA DE BARCO N.E. ESTIBADOR,A80,Traumatismo/lesión no especificada,
E835.7,"OTRA CAIDA Y CAIDA DE BARCO NEOM   OCUPANTE EMBARCACIÓN MILITAR, CUALQUIER TIPO",A80,Traumatismo/lesión no especificada,
E835.8,OTRA CAIDA Y CAIDA DE BARCO N.E PERS.ESPECIF. OTROS NO CODIF,A80,Traumatismo/lesión no especificada,
E835.9,OTRA CAIDA Y CAIDA DE BARCO N.E PERSONA NO ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E836,ACCIDENTE POR MAQUINARIA DEL BARCO,A80,Traumatismo/lesión no especificada,
E836.0,ACCIDENTE POR MAQUINARIA DEL BARCO VIAJERO BARCO NO MOTORIZA,A80,Traumatismo/lesión no especificada,
E836.1,ACCIDENTE POR MAQUINARIA DEL BARCO OCUPANTE BARCO MOTOR,A80,Traumatismo/lesión no especificada,
E836.2,ACCIDENTE POR MAQUINARIA DEL BARCO TRIPULACION,A80,Traumatismo/lesión no especificada,
E836.3,ACCIDENTE POR MAQUINARIA DEL BARCO PASAJERO,A80,Traumatismo/lesión no especificada,
E836.4,ACCIDENTE POR MAQUINARIA DEL BARCO ESQUIADOR,A80,Traumatismo/lesión no especificada,
E836.5,ACCIDENTE POR MAQUINARIA DEL BARCO NADADOR,A80,Traumatismo/lesión no especificada,
E836.6,ACCIDENTE POR MAQUINARIA DEL BARCO ESTIBADOR,A80,Traumatismo/lesión no especificada,
E836.7,"ACCIDENTE POR MAQUINARIA DEL BARCO   OCUPANTE EMBARCACIÓN MILITAR, CUALQUIER TIPO",A80,Traumatismo/lesión no especificada,
E836.8,ACCIDENTE POR MAQUINARIA DEL BARCO PERS.ESPEC. OTROS NO CODI,A80,Traumatismo/lesión no especificada,
E836.9,ACCIDENTE POR MAQUINARIA DEL BARCO PERSONA NO ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E837,EXPLOSION  O INCENDIO EN BARCO,A80,Traumatismo/lesión no especificada,
E837.0,EXPLOSION O INCENDIO EN BARCO VIAJERO BARCO NO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E837.1,EXPLOSION O INCENDIO EN BARCO VIAJERO BARCO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E837.2,EXPLOSION O INCENDIO EN BARCO TRIPULACION,A80,Traumatismo/lesión no especificada,
E837.3,EXPLOSION O INCENDIO EN BARCO PASAJERO,A80,Traumatismo/lesión no especificada,
E837.4,EXPLOSION O INCENDIO EN BARCO ESQUIADOR ACUATICO,A80,Traumatismo/lesión no especificada,
E837.5,EXPLOSION O INDENDIO EN BARCO NADADOR,A80,Traumatismo/lesión no especificada,
E837.6,EXPLOSION O INCENDIO EN BARCO ESTIBADOR,A80,Traumatismo/lesión no especificada,
E837.7,"EXPLOSION O INCENDIO EN BARCO   OCUPANTE EMBARCACIÓN MILITAR, CUALQUIER TIPO",A80,Traumatismo/lesión no especificada,
E837.8,EXPLOSION O INCENDIO EN BARCO PERS.ESPEC. OTROS NO CODIFICAD,A80,Traumatismo/lesión no especificada,
E837.9,EXPLOSION O INCENDIO EN BARCO PERSONA NO ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E838,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E838.0,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. VIAJERO B.NO MOTO,A80,Traumatismo/lesión no especificada,
E838.1,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. VIAJERO B.MOTORIZ,A80,Traumatismo/lesión no especificada,
E838.2,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. TRIPULACION,A80,Traumatismo/lesión no especificada,
E838.3,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. PASAJERO,A80,Traumatismo/lesión no especificada,
E838.4,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. ESQUIADOR ACUATIC,A80,Traumatismo/lesión no especificada,
E838.5,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. NADADOR,A80,Traumatismo/lesión no especificada,
E838.6,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. ESTIBADOR,A80,Traumatismo/lesión no especificada,
E838.7,"OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF.   OCUPANTE EMBARCACIÓN MILITAR, CUALQUIER TIPO",A80,Traumatismo/lesión no especificada,
E838.8,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. PERS.ESPECIFICADA,A80,Traumatismo/lesión no especificada,
E838.9,OTRO ACCIDENTE DE BARCO Y ACC. NO ESPECIF. PERS. NO ESPECIFI,A80,Traumatismo/lesión no especificada,
E840,ACCIDENTE DESPEGUE Y ATERRIZAJE DE AERONAVE,A80,Traumatismo/lesión no especificada,
E840.0,ACCIDENTE DESPEGUE Y ATERRIZAJE  VIAJERO DE NAVE ESPACIAL,A80,Traumatismo/lesión no especificada,
E840.1,ACCIDENTE DESPEGUE Y ATERRIZAJE VIAJERO AERONAVE MILITAR,A80,Traumatismo/lesión no especificada,
E840.2,ACCIDENTE DESPEGUE Y ATERRIZAJE TRIPULACION AERON.COMERCIAL,A80,Traumatismo/lesión no especificada,
E840.3,ACCIDENTE DESPEGUE Y ATERRIZAJE OTRO PASAJERO AERON.COMERCIA,A80,Traumatismo/lesión no especificada,
E840.4,ACCIDENTE DESPEGUE Y ATERRIZAJE OCUPANTE AERONAVE COMERCIAL,A80,Traumatismo/lesión no especificada,
E840.5,ACCIDENTE DESPEGUE Y ATERRIZAJE OCUPANTE OTRA AERONAV. MOTOR,A80,Traumatismo/lesión no especificada,
E840.6,ACCIDENTE DESPEGUE Y ATERRIZAJE VIAJERO AVION NO MOTORIZADO,A80,Traumatismo/lesión no especificada,
E840.7,ACCIDENTE DESPEGUE Y ATERRIZAJE PARACAIDISTA,A80,Traumatismo/lesión no especificada,
E840.8,ACCIDENTE DESPEGUE Y ATERRIZAJE TRIPULACION TIERRA,A80,Traumatismo/lesión no especificada,
E840.9,ACCIDENTE DESPEGUE Y ATERRIZAJE OTRA PERSONA  OTROS NO CODIF,A80,Traumatismo/lesión no especificada,
E841,OTRO ACCIDENTE DE AVION Y N.E.,A80,Traumatismo/lesión no especificada,
E841.0,OTRO ACCIDENTE DE AVION Y N.E. VIAJERO NAVE ESPACIAL,A80,Traumatismo/lesión no especificada,
E841.1,OTRO ACCIDENTE DE AVION Y N.E. VIAJERO NAVE MILITAR,A80,Traumatismo/lesión no especificada,
E841.2,OTRO ACCIDENTE DE AVION Y N.E. TRIPULACION,A80,Traumatismo/lesión no especificada,
E841.3,OTRO ACCIDENTE DE AVION Y N.E. OTRO PASAJEROD DE AVION COMER,A80,Traumatismo/lesión no especificada,
E841.4,OTRO ACCIDENTE DE AVION Y N.E. VIAEJRO AVION COMERCIAL,A80,Traumatismo/lesión no especificada,
E841.5,OTRO ACCIDENTE DE AVION Y N.E. VIAJERO EN OTRO AVION,A80,Traumatismo/lesión no especificada,
E841.6,OTRO ACCIDENTE DE AVION Y N.E. VIAJERO EN AVION SIN MOTOR,A80,Traumatismo/lesión no especificada,
E841.7,OTRO ACCIDENTE DE AVION Y N.E. PARACAIDISTA,A80,Traumatismo/lesión no especificada,
E841.8,OTRO ACCIDENTE DE AVION Y N.E. PERSONAL DE TIERRA,A80,Traumatismo/lesión no especificada,
E841.9,OTRO ACCIDENTE DE AVION Y N.E. OTRA PERSONA OTROS NO CODIFIC,A80,Traumatismo/lesión no especificada,
E842,ACCIDENTE AVION SIN MOTOR,A80,Traumatismo/lesión no especificada,
E842.6,ACCIDENTE AVION SIN MOTOR VIAJERO DE AVION SIN MOTOR,A80,Traumatismo/lesión no especificada,
E842.7,ACCIDENTE AVION SIN MOTOR PARACAIDISTA,A80,Traumatismo/lesión no especificada,
E842.8,ACCIDENTE AVION SIN MOTOR PERSONAL DE TIERRA,A80,Traumatismo/lesión no especificada,
E842.9,ACCIDENTE AVION SIN MOTOR OTRO PERSON  OTROS NO CODIFICADOS,A80,Traumatismo/lesión no especificada,
E843,CAIDA DESDE/SOBRE/DENTRO DE AVION,A80,Traumatismo/lesión no especificada,
E843.0,CAIDA DESDE/SOBRE/DENTRO DE AVION OCUPANTE NAVE ESPACIAL,A80,Traumatismo/lesión no especificada,
E843.1,CAIDA DESDE/SOBRE/DENTRO DE AVION OCUPANTE AVION MILITAR,A80,Traumatismo/lesión no especificada,
E843.2,CAIDA DESDE/SOBRE/DENTRO DE AVION TRIPULACION AVION COMERCIA,A80,Traumatismo/lesión no especificada,
E843.3,CAIDA DESDE/SOBRE/DENTRO DE AVION PASAJERO AVION,A80,Traumatismo/lesión no especificada,
E843.4,CAIDA DESDE/SOBRE/DENTRO DE AVION OCUPANTE AVION  OTROS NO C,A80,Traumatismo/lesión no especificada,
E843.5,CAIDA DESDE/SOBRE/DENTRO DE AVION OCUPANTE OTROS AVION,A80,Traumatismo/lesión no especificada,
E843.6,CAIDA DESDE/SOBRE/DENTRO DE AVION OCUPANTE AVION SIN MOTOR,A80,Traumatismo/lesión no especificada,
E843.7,CAIDA DESDE/SOBRE/DENTRO DE AVION PARACAIDISTA,A80,Traumatismo/lesión no especificada,
E843.8,CAIDA DESDE/SOBRE/DENTRO DE AVION TRIPULACION TIERRA,A80,Traumatismo/lesión no especificada,
E843.9,CAIDA DESDE/SOBRE/DENTRO DE AVION OTRA PERSONA  OTROS NO COD,A80,Traumatismo/lesión no especificada,
E844,OTROS ACCIDENTES AEREOS,A80,Traumatismo/lesión no especificada,
E844.0,OTROS ACCIDENTES AEREOS OCUPANTE DE NAVE ESPACIAL,A80,Traumatismo/lesión no especificada,
E844.1,OTROS ACCIDENTES AEREOS OCUPANTE DE NAVE MILITAR,A80,Traumatismo/lesión no especificada,
E844.2,OTROS ACCIDENTES AEREOS TRIPULACION,A80,Traumatismo/lesión no especificada,
E844.3,OTROS ACCIDENTES AEREOS PASAJERO AVION,A80,Traumatismo/lesión no especificada,
E844.4,OTROS ACCIDENTES AEREOS OCUP. DE AVION  OTROS NO CODIFICADOS,A80,Traumatismo/lesión no especificada,
E844.5,OTROS ACCIDENTES AEREOS OCUP. DE OTRO AVION,A80,Traumatismo/lesión no especificada,
E844.6,OTROS ACCIDENTES AEREOS OCUPANTE AVION SIN MOTOR,A80,Traumatismo/lesión no especificada,
E844.7,OTROS ACCIDENTES AEREOS PARACAIDISTAS,A80,Traumatismo/lesión no especificada,
E844.8,OTROS ACCIDENTES AEREOS TRIPULACION DE TIERRA,A80,Traumatismo/lesión no especificada,
E844.9,OTROS ACCIDENTES AEREOS OTRA PERSONA  OTROS NO CODIFICADO,A80,Traumatismo/lesión no especificada,
E845,ACCIDENTE NAVE ESPACIAL,A80,Traumatismo/lesión no especificada,
E845.0,ACCIDENTE NAVE ESPACIAL OCUPANTE DE NAVE ESPACIAL,A80,Traumatismo/lesión no especificada,
E845.8,ACCIDENTE NAVE ESPACIAL TRIPULACION TIERRA,A80,Traumatismo/lesión no especificada,
E845.9,ACCIDENTE NAVE ESPACIAL OTRA PERSONA  OTROS NO CODIFICADOS,A80,Traumatismo/lesión no especificada,
E846,ACCIDENTE V.M. EMPLEADO EN LOCAL RELATIVO A INDUSTRIA,A80,Traumatismo/lesión no especificada,
E847,ACCIDENTE DE VAGONES CON TRACCION POR CABLE Y NO RAILES,A80,Traumatismo/lesión no especificada,
E848,ACCIDENTE OTROS VEHICULOS  OTROS NO CODIFICADOS,A80,Traumatismo/lesión no especificada,
E849,LUGAR DE OCURRENCIA,A80,Traumatismo/lesión no especificada,
E849.0,ACCIDENTE EN EL HOGAR,A80,Traumatismo/lesión no especificada,
E849.1,ACCIDENTE EN GRANJA,A80,Traumatismo/lesión no especificada,
E849.2,ACCIDENTE EN MINA/CANTERA,A80,Traumatismo/lesión no especificada,
E849.3,ACCIDENTE EN LOCALES RELATIVO A INDUSTRIA,A80,Traumatismo/lesión no especificada,
E849.4,ACCIDENTE EN AREAS RECREATIVO,A80,Traumatismo/lesión no especificada,
E849.5,RELATIVO A ACCIDENTE EN CALLE/CARRETERA,A80,Traumatismo/lesión no especificada,
E849.6,ACCIDENTE EN EDIFICIO PUBLICO,A80,Traumatismo/lesión no especificada,
E849.7,ACCIDENTE EN INSTITUCION RESIDENCIA,A80,Traumatismo/lesión no especificada,
E849.8,ACCIDENTE EN LUGAR  OTROS NO CODIFICADOS,A80,Traumatismo/lesión no especificada,
E849.9,ACCIDENTE EN LUGAR NO ESPECIFICADO,A80,Traumatismo/lesión no especificada,
E850,"ENVENENAMIENTO ACCIDENTAL POR ANALGESICOS,ANTIPIRE.,ANTIREUM",A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.0,ENVEN. ACCIDENTAL HEROINA,A86,Efectos tóxicos de sustancias no medicamentosas,
E850.1,ENVEN. ACCID METADONA,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.2,ENVEN. ACCID OPIACEO Y NARCOTICOS CONEXOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.3,ENVEN. ACCID SALICILATOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.4,ENVEN. ACCID ANALGESICOS AROMATICO NO CALSIF. EN OTRO LUGAR,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.5,ENVEN. ACCID DERIVADOS PIRAZOL,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.6,ENVEN. ACCID ANTIREUMATICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.7,ENVEN. ACCID ANALGESICOS NO NARCOTICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.8,ENVEN. ACCID ANALGESICO Y ANTIPIRETICOS ESPECIFICADOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E850.9,ENVEN. ACCID ANALGESICO O ANTIPIRETICOS NO ESPECIFICADO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E851,ENVEN. ACCID BARBITURICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852,ENVEN. ACCID SEDANTES E HIPNOTICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852.0,ENVEN. ACCID HIDRATO CLORAL,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852.1,ENVEN. ACCID PARALDEHIDO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852.2,ENVEN. ACCID COMPUESTOS DE BROMO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852.3,ENVEN. ACCID COMPUESTOS DE METACUALONA,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852.4,ENVEN. ACCID GLUTETIMIDA,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852.5,ENVEN. ACCID SEDANTES MIXTOS NO CLASIFICABLE EN OTRO LUGAR,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852.8,ENVEN. ACCID SEDANTES E HIPNOTICOS ESPECIFICADOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E852.9,ENVEN. ACCID SEDANTES O HIPNOTICOS NO ESPECIFICADO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E853,ENVEN. ACCID TRANQUILIZANTES,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E853.0,ENVEN. ACCID TRANQUILIZANTE FENOTIAZINA,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E853.1,ENVEN. ACCID TRANQUILIZANTE RELATIVO A BUTIROFENONA,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E853.2,ENVEN. ACCID TRANQUILIZANTE BENZODIAZEPINA,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E853.8,ENVEN. ACCID TRANQUILIZANTES ESPECIF.  OTROS NO CODIFICADOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E853.9,ENVEN. ACCID TRANQUILIZANTE  NO ESPECIFICADO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E854,ENVEN. ACCID OTROS AGENTES PSICOTROPICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E854.0,ENVEN. ACCID ANTIDEPRESIVOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E854.1,ENVEN. ACCID ALUCINOGENOS,A86,Efectos tóxicos de sustancias no medicamentosas,
E854.2,ENVEN. ACCID PSICOESTIMULANTES,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E854.3,ENVEN. ACCID ESTIMULANTANTES DEL SNC,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E854.8,INTOXICACION ACCIDENTAL POR OTROS AGENTES PSICOTROPICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855,ENVEN. ACCID FARMACOS Y DROGAS QUE ACTUAN SOBRE SNC Y AUTONO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.0,ENVEN. ACCID ANTICONVULSIVANTES Y ANTIPARKINSONIANOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.1,ENVEN. ACCID DEPRESORES DEL SNC,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.2,ENVEN. ACCID ANESTESICOS LOCALES,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.3,ENVEN. ACCID COLINERGICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.4,ENVEN. ACCID ANTICOLINERGICOS Y ANTIMUSCARINICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.5,ENVEN. ACCID ADRENERGICO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.6,ENVEN. ACCID SIMPATICOLITICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.8,ENVEN. ACCID OTROS FARMACOS SOBRE SNC Y AUT. ESPECIFICADOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E855.9,ENVEN. ACCID OTROS FARMACOS SOBRE SNC Y AUTON. NO ESPECIFICA,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E856,ENVEN. ACCID ANTIBIOTICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E857,ENVEN. ACCID OTROS ANTI INFECCIOSOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858,ENVEN. ACCID POR OTROS FARMACOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858.0,ENVEN. ACCID HORMONAS Y SUSTITUTIVOS SINTETICOS,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858.1,ENVEN. ACCID AGENTES DE EFECTO PRIMARIO GENERAL,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858.2,ENVEN. ACCID FARMACOS AFECTAN A LA SANGRE,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858.3,ENVEN. ACCID FARMACOS AFECTAN A S. CARDIOVASCULAR,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858.4,ENVEN. ACCID FARMACOS AFECTAN A S.GASTROINTESTINAL,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858.5,ENVEN. ACCID FARMACOS AFECTAN A S.METABOLICO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858.6,ENVEN. ACCID FARMACOS AFECTAN MUSCULO/RESPIRATORIO,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
E858.7,ENVEN. ACCID FARMACOS SOBRE PIEL/ORL/OFTAL/DENTALES,A84,Intoxicación/envenenamiento/sobredosis por medicamentos,
